"","X.2","X.1","X","id","resourceType","title","description","startDate","endDate","lat","lon","documentType","author","Evacuated","Homeless","Injuries","Deaths","Insured.Cost","Train.s..damaged","Train.s..destroyed","Home.s..damaged","Home.s..destroyed","Building.s..damaged","Building.s..destroyed","Ind.Premises.destroyed","Com.Premises.damaged","Com.Premises.destroyed","Bridge.s..damaged","Bridge.s..destroyed","Aircraft.damaged","Aircraft.destroyed","Motor.Vehicle.s..damaged","Motor.Vehicle.s..destroyed","Water.vessel.s..damaged","Water.vessel.s..destroyed","Business.es..damaged","Business.es..destroyed","Farm.s..damaged","Farm.s..destroyed","Crop.s..destroyed","Livestock.destroyed","Government.assistance","regions","subjects","url","resourceUrl","Disasterlength","buildingdestroyedordamaged","Vehiclesdamagedordestroyed"
"28",28,28,69,70,"Disaster Event","Storm/Flood","Flooding on 10 February affected Sydney, Camden, Lismore, Taree and Moruya, resulting in six deaths.  The Hawkesbury River recorded a height of 14.31 m at the Windsor Bridge (NOTE: a new gauge at Windsor Bridge reduced measurements by 30.5 cm). The flooding caused main evacuation routes to be closed and loss of power to Richmond and Windsor including west of the Hawkesbury River. The McGraths Hill sewerage plant was interrupted; electricity cut to Hawkesbury-Nepean Valley's low lying areas, including widespread power blackouts through flood bound areas of the State.   The Insurance Council of Australia estimated the 1978 damage at $15 million, with the 2011 estimated normalised cost of $215 million.","2/10/1978 0:00","2/10/1978 0:00",-33.59460449,150.7513123,NA,"",0,0,0,6,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=70",NA,0,0,0
"29",29,29,73,74,"Disaster Event","Storm/Flood","In the first week of May widespread flooding and heavy rainfall was reported in south-east Queensland and northern New South Wales. A tidal surge created by a low pressure system caused above average tidal conditions. In addition, Brisbane water catchment areas recorded up to 1000 mm. The&nbsp;worst affected areas were Brisbane and the Darling Downs region. Furthermore the extreme weather conditions also affected the Lockyer creek, Bremer and Logan rivers.  Both Queensland and New South Wales reported extensive damage to farming areas, including vegetable and cotton crops. There were five deaths recorded.  The Insurance Council of Australia estimated the 1996 damage at $31 million, with the 2011 estimated normalised cost of $134 million.","5/01/1996 0:00","5/09/1996 0:00",-27.37176704,150.4907227,NA,"",0,0,20,5,3.1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales;Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=74",NA,8,0,0
"30",30,30,74,75,"Disaster Event","Storm/Flood","On 25 June 1852 the Murrumbidgee River at Gundagai experienced an extreme flood that swept through most of the town and the surrounding countryside, leaving only three houses standing. In total 89 people died which was approximately one third of the entire population. Gundagai was later relocated to a higher and safer position.  &nbsp;","6/25/1852 00:00:00","6/25/1852 00:00:00",-35.06316376,148.1075439,NA,"",0,160,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=75",NA,0,0,0
"31",31,31,80,81,"Disaster Event","Earthquake","An earthquake occurred at Beachport on 10 May 1897; it was considered to be the largest in South Australia since 1837. Substantial damage occurred in the South East of the state at Kingston, Robe and Beachport, and some minor damage was experienced in Adelaide. Shocks were felt as far away as Port Augusta and Melbourne and aftershocks around Kingston continued for many months.  Approximately 50 people sustained injuries.","5/10/1897 00:00:00","5/10/1897 00:00:00",-37.16278076,139.7553558,NA,"",0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Australia",NA,"http://www.emknowledge.gov.au/resource/?id=81",NA,0,0,0
"32",32,32,86,87,"Disaster Event","Bushfire","During the summer between 1974 and 1975, Australia experienced its worst bushfire season in 30 years. Approximately 15 per cent of Australia's physical land mass sustained extensive fire damage. This equates to roughly around 117,000,000 ha.  New South Wales was badly affected and there was widespread damage to infrastructure, including communications, roads, railways and property fencing. There was also significant damage to agriculture and horticulture industries, as famers lost crops and livestock to the fires. The areas affected included Cobar Shire, Balranald, Glendale and regions around the Lower Hunter. Three people lost their lives in New South Wales. The overall damage cost was estimated at approximately $5 million.","12/01/1974 0:00","2/01/1975 0:00",-31.49797058,145.8381958,NA,"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=87",NA,62,0,0
"33",33,33,87,88,"Disaster Event","Storm/Flood","On 15 January 2001, maximum temperatures reached 46 &deg;C degrees at the Sydney suburb of Penrith before a cool change moved through with accompanying wind gusts up to 113 km per hour. The wind impacted Sydney's metropolitan area, and caused considerable damage to property, trees and fences and thousands of homes lost electricity.  Affected regions of New South Wales were declared natural disaster areas. Residents from the regions of Shoalhaven to Sydney and the Lower Hunter met the criteria for emergency government assistance.  The Insurance Council of Australia estimated the 2001 damage at $12 million, with the 2011 estimated normalised cost of $24 million.","1/15/2001 0:00","1/15/2001 0:00",-33.84646606,151.2307587,NA,"",0,0,0,0,1.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=88",NA,0,0,0
"34",34,34,90,91,"Disaster Event","Storm/Flood","On 7 February near Boonah south-west of Brisbane, three people drowned at a flooded road crossing. The flash flood affected the Logan system and Warrill Creek catchments, it was reported&nbsp;up to 250 mm of rain fell in six hours.","2/07/1991 0:00","2/11/1991 0:00",-27.99690247,152.6821594,NA,"",0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=91",NA,4,0,0
"35",35,35,94,95,"Disaster Event","Drought/Heatwave","From April 1982 to March 1983, almost all of eastern Australia was severely affected by drought. Large parts of south-eastern Australia suffered their lowest rainfall on record.  The impact of the 'Great Dry' was felt most in farming areas with massive crop and livestock losses. A total of 86 million sheep and 14 million cattle died as a result. Wheat production fell by 37 per cent, with similar falls in barley, oats, rice, cotton and sugar.  Dust storms caused the loss of millions of dollars worth of topsoil.","4/01/1982 0:00","3/01/1983 0:00",-28.92163086,145.612793,NA,"",0,0,0,0,3e+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tasmania;Queensland;New South Wales;Australian Capital Territory;Northern Territory;South Australia;Western Australia;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=95",NA,334,0,0
"36",36,36,99,100,"Disaster Event","Storm/Flood","On 8 February 1860 heavy rainfall fell in the Araluen and Braidwood regions. Consequently severe floods caused major destruction and resulted in the deaths of 24 people.","2/08/1860 00:00:00","2/13/1860 00:00:00",-35.440813,149.798584,NA,"",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=100",NA,5,0,0
"37",37,37,101,102,"Disaster Event","Drought/Heatwave","This drought occurred across most of Australia between 1918 and 1920 is considered to be one of the nation's major droughts.  New South Wales  The drought was particularly severe in the northern, western and central parts of the state. Bushfires and heatwaves were common. By February 1919 Sydney was on water restrictions. In October 1919 the government paid a &pound;1 million grant to farmers, due to low yields on wheat, reduction in butter production and sheep losses were approximately 10 million.  Tasmania  The orchards in the Derwent Valley were hard hit and in many areas water was carted by rail.  Queensland  By the end of 1918 the whole of the state was affected. Many rivers dried up. Darling Downs and surrounding areas were worst hit. The farming sector was severely impacted with reduced production in wheat, sugar and butter; and sheep losses totalled approximately 1.5 million.  Victoria  The drought impact was much less severe in Victoria than the other states.  South Australia  Lake Eyre and surrounding districts were affected the most. Some crops were a total failure resulting in a low wheat yield. Many sheep and cattle perished.  Western Australia  Sheep and cattle losses were high in the Fortescue area. Droughts affects were also significant in the Kimberley and around Murchison.  Northern Territory  The drought hit the whole of the Territory but conditions were worse in the central parts reaching disaster levels when the number of sheep fell by 85 per cent.","1/01/1918 0:00","1/02/1920 0:00",-28.13012886,137.2961426,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=102",NA,731,0,0
"38",38,38,102,103,"Disaster Event","Bushfire","From January to March 1952, bushfires ravaged many parts of Victoria and claimed ten lives. Approximately 1,500,000 hectares were burnt resulting in seven million pounds in damage.","1/01/1952 0:00","3/01/1952 0:00",-36.68604279,147.1508789,NA,"",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=103",NA,60,0,0
"39",39,39,104,105,"Disaster Event","Cyclone/Tornado","Tropical Cyclone Rewa formed east of the Solomon Islands on 31 December 1993. It circled in the Coral Sea for three weeks before intensifying and causing extensive damage and flash flooding in south-east Queensland on 20 January 1994.  In Brisbane 100 homes and 20 cars were damaged by water, and a total of four deaths were recorded.","12/31/1993 0:00","1/25/1994 0:00",-9.860628128,162.4987793,NA,"",0,0,0,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=105",NA,25,100,0
"40",40,40,106,107,"Disaster Event","Storm/Flood","Torrential rain began to fall in Central Victoria and Gippsland, with 140 mm falling in Melbourne within the 48 hours ending 1 December. In South Gippsland, east of Melbourne, over 350 mm fell.   Roads were submerged, houses inundated and bridges, train and tram railway lines were washed out. As a result of the storm the Yarra and other Rivers burst their banks, flooding and in some cases isolating towns. The Yarra Valley, Latrobe River District and South Gippsland areas were all flooded.   There was a huge loss of livestock, property and crops. Every suburb of Melbourne suffered damage and winds in the Central Business District reached up to 110 km per hour. As many as 400 houses and buildings were damaged.   There were 36 fatalities in the storms and subsequent floods, 18 of which were drowning, and 6000 people were made homeless. ","11/30/1934 0:00","12/02/1934 0:00",-37.81361008,144.9630585,NA,"",0,0,0,36,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=107",NA,2,400,0
"41",41,41,113,114,"Disaster Event","Storm/Flood","In January 1974 Queensland, and to some extent other states, incurred significant flooding, with large areas of the country inundated. In Brisbane a very wet 1973 occurred and the rains had already resulted in some flooding when, on 24 January, cyclone Wanda hit the north of the city.&nbsp;Wanda came with relatively little wind, but produced record rains over the Australia Day holiday. Over the long weekend, Brisbane received 580 mm of rain, with much higher falls over river catchments near the city (1,300 mm in five days at Mt Glorious). Approximately 40 houses situated on the banks of the rivers and creeks were washed away as rivers flooded to their highest levels since the 1893 floods.  Fourteen lives were lost in the floods and many people had to be rescued from rising waters.  Record floods were also reported in New South Wales with much of the state affected. In May 1974, record flood levels occurred in the Ovens and Maribyrnong rivers in Victoria. Many settlements in South Australia were also badly affected; Oodnadatta, Marree, Moomba, Iron Knob, Andamooka and Coober Pedy were cut off by flood waters. In Tasmania, floods in the St Marys area in March - April caused extensive damage.  The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normailsed cost of $2645 million.","1/25/1974 0:00","4/01/1974 0:00",-27.47084808,153.0234222,NA,"",0,0,0,14,6.8e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tasmania;Queensland;New South Wales;South Australia;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=114",NA,66,0,0
"42",42,42,115,117,"Disaster Event","Storm/Flood","On 26 to 28 December 1999, high rainfall in the northern suburbs of Melbourne caused localised flooding. In Carisbrook, central Victoria, over the same period the local catchment area received the most significant rainfall totals in more than 100 years.  The Insurance Council of Australia estimated the 1999 damage at $10 million, with the 2011 estimated normalised cost of $23 million.","12/26/1999 0:00","12/28/1999 0:00",-37.73792267,144.9650879,NA,"",0,100,0,0,1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=117",NA,2,0,0
